"","OBJECTID","Join_Count","TARGET_FID","YEAR","TRI_FACILI","FRS_ID","FACILITY_N","STREET_ADD","CITY","COUNTY","ST","ZIP","BIA_CODE","TRIBE","LATITUDE","LONGITUDE","FEDERAL_FA","INDUSTRY_S","INDUSTRY_1","PRIMARY_SI","SIC_2","SIC_3","SIC_4","SIC_5","SIC_6","PRIMARY_NA","NAICS_2","NAICS_3","NAICS_4","NAICS_5","NAICS_6","DOC_CTRL_N","CHEMICAL","CAS___COMP","SRS_ID","CLEAR_AIR_","CLASSIFICA","METAL","METAL_CATE","CARCINOGEN","FORM_TYPE","UNIT_OF_ME","F5_1_FUGITI","F5_2_STACK_","F5_3_WATER","F5_4_UNDERG","F5_4_1_UNDE","F5_4_2_UNDE","F5_5_1_LAND","F5_5_1A_RCR","F5_5_1B_OTH","F5_5_2_LAND","F5_5_3_SURF","F5_5_3A_RCR","F5_5_3B_Oth","F5_5_4_OTHE","ON_SITE_RE","F6_1_POTW_T","F6_1_POTW_1","F6_1_POTW_2","F6_2_M10","F6_2_M41","F6_2_M62","F6_2_M71","F6_2_M81","F6_2_M82","F6_2_M72","F6_2_M63","F6_2_M66","F6_2_M67","F6_2_M64","F6_2_M65","F6_2_M73","F6_2_M79","F6_2_M90","F6_2_M94","F6_2_M99","OFF_SITE_R","F6_2_M20","F6_2_M24","F6_2_M26","F6_2_M28","F6_2_M93","OFF_SITE_1","F6_2_M56","F6_2_M92","OFF_SITE_2","F6_2_M40","F6_2_M50","F6_2_M54","F6_2_M61","F6_2_M69","F6_2_M95","OFF_SITE_T","TOTAL_RELE","F8_1_RELEAS","F8_1A_ON_SI","F8_1B_ON_SI","F8_1C_OFF_S","F8_1D_OFF_S","F8_2_ENERGY","F8_3_ENERGY","F8_4_RECYCL","F8_5_RECYCL","F8_6_TREATM","F8_7_TREATM","PROD__WAST","F8_8_ONE_TI","PROD_RATIO","F8_9_PRODUC","PARENT_COM","PARENT_C_1","Field110","STATEFP00","COUNTYFP00","TRACTCE00","BLKGRPCE00","BKGPIDFP00","NAMELSAD00","MTFCC00","FUNCSTAT00","ALAND00","AWATER00","INTPTLAT00","INTPTLON00","OID_","Field1","GEOID","GEO_label","total_x","under_50","from_50_to","from_75_to","from_100_t","from_125_t","from_150_t","from_175_t","from_185_t","from_200_u","below_200","fraction_b","over_30_un","total_y","not_Hispan","non_HL_whi","non_HL_Bla","non_HL_AIA","non_HL_Asi","non_HL_NHO","non_HL_oth","non_HL_2_p","HL","HL_white","HL_Black","HL_AIAN","HL_Asian","HL_NHOPI","HL_other","HL_2_plus","percent_wh","percent_Bl","percent_HL","percent_AI","percent_As","percent_NH","percent_ot","GEOID2_Tex","STATEFP10","COUNTYFP10","COUSUBFP10","COUSUBNS10","GEOID10","NAME10","NAMELSAD10","LSAD10","CLASSFP10","MTFCC10","CNECTAFP10","NECTAFP10","NCTADVFP10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","GEOID_AFF2","GEOID_AFF1","covered_facility","TRUE_TOTAL_RELEASE_POUNDS"
"493",493,0,493,2008,"06111CMPNN68HOL",110000763184,"COMPONENT TECHNOLOGIES INC","68 HOLMES RD","NEWINGTON","HARTFORD","CT",6111,NA,NA,41.70994,-72.74357,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,0,NA,0,0,0,1308206993760,"1,1-DICHLORO-1-FLUOROETHANE","001717006",91348,"NO","TRI","NO",0,"NO","R","Pounds",4318,0,0,0,0,0,0,0,0,0,0,0,0,0,4318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4318,0,0,4318,0,0,0,0,0,0,0,0,4318,0,NA,0.97,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4318
"494",494,1,494,2008,"06082NCLCR230SH",110000315481,"ANOCOIL LLC","230 SHAKER RD","ENFIELD","HARTFORD","CT",6082,NA,NA,42.01355,-72.52797,"NO",323,"Printing",NA,NA,NA,NA,NA,NA,323122,0,NA,0,0,0,1308207003650,"N,N-DIMETHYLFORMAMIDE","000068122",4416,"YES","TRI","NO",0,"YES","R","Pounds",0,75,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7672,0,7672,0,0,0,0,0,0,0,75,0,0,75,0,0,0,7672,0,0,0,0,7747,0,NA,0.73,"VERICOTECHNOLOGY LLC","183615426",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,75
"495",495,1,495,2008,"06473NTDST195MC",110000316417,"COVIDIEN LP","195 MCDERMOTT RD","NORTH HAVEN","NEW HAVEN","CT",6473,NA,NA,41.3383,-72.8701,"NO",339,"Miscellaneous Manufacturing",NA,NA,NA,NA,NA,NA,339112,339113,NA,0,0,0,1308206506710,"2-CHLORO-1,1,1,2-TETRAFLUOROETHANE","002837890",107920,"NO","TRI","NO",0,"NO","R","Pounds",190,187810,0,0,0,0,0,0,0,0,0,0,0,0,188000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188000,0,0,188000,0,0,0,0,219780,0,0,0,407780,0,NA,0.99,"MEDTRONIC INC","006261481",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,188000
"496",496,0,496,2008,"06095TRBTC651DA",110002481430,"TURBOTEC PRODUCTS INC","651 DAY HILL RD","WINDSOR","HARTFORD","CT",6095,NA,NA,41.875476,-72.690349,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332410,0,NA,0,0,0,1308207018070,"COPPER","007440508",150086,"NO","TRI","YES",1,"NO","R","Pounds",4.79,29.94,0,0,0,0,0,0,0,0,0,0,0,0,34.73,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,46464,0,0,0,46464,0,0,0,0,0,0,0,0,0,0,39.73,0,0,35,0,5,0,0,0,46464,0,0,46504,0,NA,1.94,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39.73
"497",497,0,497,2008,"06413CHSBRJOHNS",110000523327,"UNILEVER MANUFACTURING (US), INC.","1 JOHN ST","CLINTON","MIDDLESEX","CT",6413,NA,NA,41.28013,-72.52911,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325611,0,NA,0,0,0,1308207061130,"BENZO(G,H,I)PERYLENE","000191242",40576,"YES","PBT","NO",0,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"UNILEVER",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"498",498,0,498,2008,"06340PFZRNEASTE",110000315891,"PFIZER INC GROTON SITE","445 EASTERN POINT RD MS4157","GROTON","NEW LONDON","CT",6340,NA,NA,41.331456,-72.077833,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325412,0,NA,0,0,0,1308206907790,"ACETONITRILE","000075058",5272,"YES","TRI","NO",0,"NO","R","Pounds",250,1700,5,0,0,0,0,0,0,0,0,0,0,0,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77350,0,0,0,255,77605,1955,0,0,1900,0,0,0,0,0,0,1900,78000,81800,0,NA,1.12,"PFIZER INC","001326495",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1955
"499",499,0,499,2008,"06111CMPNN68HOL",110000763184,"COMPONENT TECHNOLOGIES INC","68 HOLMES RD","NEWINGTON","HARTFORD","CT",6111,NA,NA,41.70994,-72.74357,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,0,NA,0,0,0,1308206993790,"DICHLOROMETHANE","000075092",5306,"YES","TRI","NO",0,"YES","R","Pounds",4419,0,0,0,0,0,0,0,0,0,0,0,0,0,4419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,4419,0,0,4419,0,0,0,0,0,60,0,0,4479,0,NA,0.97,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4419
"500",500,0,500,2008,"06244RGRSCWOODS",110000315819,"ROGERS CORPORATION-WOODSTOCK","245 WOODSTOCK RD","WOODSTOCK","WINDHAM","CT",6281,NA,NA,41.98372,-71.97631,"NO",326,"Plastics and Rubber",NA,NA,NA,NA,NA,NA,326150,0,NA,0,0,0,1308206427910,"DIISOCYANATES","N120",649715,"YES","TRI","NO",0,"NO","R","Pounds",5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,3500,3750,10,0,0,10,0,0,0,0,0,0,0,3500,3510,0,NA,0.95,"ROGERS CORP","001141167",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10
"501",501,0,501,2008,"06095TRBTC651DA",110002481430,"TURBOTEC PRODUCTS INC","651 DAY HILL RD","WINDSOR","HARTFORD","CT",6095,NA,NA,41.875476,-72.690349,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332410,0,NA,0,0,0,1308207018080,"NICKEL","007440020",149674,"YES","TRI","YES",1,"YES","R","Pounds",1,2.99,0,0,0,0,0,0,0,0,0,0,0,0,3.99,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1625,0,0,0,1625,0,0,0,0,0,0,0,0,0,0,8.99,0,0,3.99,0,5,0,0,0,1625,0,0,1633.99,0,NA,2.11,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.99
"502",502,0,502,2008,"06468MRCNH16COM",110001734641,"AMERICAN HEAT TREATING INC","16 COMMERCE DR","MONROE","FAIRFIELD","CT",6468,NA,NA,41.34341,-73.2469,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332811,0,NA,0,0,0,1308206419940,"AMMONIA","007664417",152389,"NO","TRI","NO",0,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"503",503,0,503,2008,"06335DWCHMROUTE",110000315864,"DOW NORTH AMERICA ALLYN'S POINT PLANT","1761 RTE 12","GALES FERRY","NEW LONDON","CT",6335,NA,NA,41.441954,-72.078853,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325211,326140,NA,0,0,0,1308206745770,"ACRYLONITRILE","000107131",24182,"YES","TRI","NO",0,"YES","R","Pounds",12,2,0.9,0,0,0,0,0,0,0,0,0,0,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,387,0,255,0,0,0,0,255,14.9,0,0,14.9,0,0,1744,387,0,0,10,255,2410.9,0,NA,0.6,"THE DOW CHEMICAL CO","001381581",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14.9
"504",504,1,504,2008,"06051WNSLW23STC",110000315310,"WINSLOW AUTOMATICS INC.","23 ST CLAIR AVE","NEW BRITAIN","HARTFORD","CT",6051,NA,NA,41.68534,-72.75984,"NO",336,"Transportation Equipment",NA,NA,NA,NA,NA,NA,336412,0,NA,0,0,0,1308206852690,"NICKEL","007440020",149674,"YES","TRI","YES",1,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10382,0,0,0,10382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10382,0,0,10382,0,NA,0.76,NA,NA,NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"505",505,0,505,2008,"06413CHSBRJOHNS",110000523327,"UNILEVER MANUFACTURING (US), INC.","1 JOHN ST","CLINTON","MIDDLESEX","CT",6413,NA,NA,41.28013,-72.52911,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325611,0,NA,0,0,0,1308207061150,"POLYCYCLIC AROMATIC COMPOUNDS","N590",649749,"YES","PBT","NO",0,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"UNILEVER",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"506",506,1,506,2008,"06010SSCTD18MAI",110000315105,"ASSOCIATED SPRING","18 MAIN ST","BRISTOL","HARTFORD","CT",6010,NA,NA,41.66829,-72.94326,"NO",336,"Transportation Equipment",NA,NA,NA,NA,NA,NA,336350,0,NA,0,0,0,1308206960590,"CHROMIUM","007440473",150060,"YES","TRI","YES",1,"YES","R","Pounds",5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,12,0,0,0,0,0,0,0,0,0,0,25,0,0,0,5,0,0,42,0,10072,0,0,0,10072,0,0,0,0,0,0,0,0,0,0,52,0,0,10,25,12.24,0,0,0,10072,0,0,10119.24,0,NA,0.9,"BARNES GROUP INC","001145481",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,52
"507",507,0,507,2008,"06070NSGNB640HO",110002456681,"ENSIGN-BICKFORD AEROSPACE & DEFENSE CO","640 HOPMEADOW ST","SIMSBURY","HARTFORD","CT",6070,NA,NA,41.867685,-72.806344,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332993,0,NA,0,0,0,1308206390510,"LEAD COMPOUNDS","N420",650002,"YES","PBT","YES",1,"NO","R","Pounds",0.04,0.04,2,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2947.11,0,0,0,0,0,2947.11,0,250.93,0,0,0,250.93,0,0,0,0,0,0,0,0,0,0,2949.19,0,0,2.08,2947.11,0,0,0,0,250.93,0,0,3200.12,0,NA,1.25,"ENSIGN-BICKFORD INDUSTRIES INC","058509654",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2949.19
"508",508,0,508,2008,"06484NCNGN217LN",110001747637,"ANCO ENGINEERING INC","217 LONG HILL CROSS RD","SHELTON","FAIRFIELD","CT",6484,NA,NA,41.28564,-73.10569,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332322,0,NA,0,0,0,1308207038250,"LEAD","007439921",149583,"YES","PBT","YES",1,"YES","R","Pounds",0,14.7,0.6,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37356.3,0,0,0,37356.3,0,0,0,0,0,0,0,0,0,0,15.3,0,0,15.3,0,0,0,0,0,37356.3,0,0,37371.6,0,NA,0.85,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.3
"509",509,1,509,2008,"06082NCLCR230SH",110000315481,"ANOCOIL LLC","230 SHAKER RD","ENFIELD","HARTFORD","CT",6082,NA,NA,42.01355,-72.52797,"NO",323,"Printing",NA,NA,NA,NA,NA,NA,323122,0,NA,0,0,0,1308207003650,"METHANOL","000067561",4283,"YES","TRI","NO",0,"NO","R","Pounds",0,150,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11152,0,11152,0,0,0,0,0,0,0,150,0,0,150,0,0,0,11152,0,0,0,0,11302,0,NA,0.73,"VERICOTECHNOLOGY LLC","183615426",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,150
"510",510,0,510,2008,"06032DCTCH17918",110001405952,"EDAC TECHNOLOGIES CORP","1790 - 1806 NEW BRITAIN AVE","FARMINGTON","HARTFORD","CT",60323114,NA,NA,41.70409,-72.86056,"NO",336,"Transportation Equipment",NA,NA,NA,NA,NA,NA,336412,0,NA,0,0,0,1308207046640,"CHROMIUM","007440473",150060,"YES","TRI","YES",1,"YES","R","Pounds",5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60275,0,0,0,60275,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,60275,0,0,60285,0,NA,1,"EDAC TECHNOLOGIES CORP","144921780",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10
"511",511,0,511,2008,"06340PFZRNEASTE",110000315891,"PFIZER INC GROTON SITE","445 EASTERN POINT RD MS4157","GROTON","NEW LONDON","CT",6340,NA,NA,41.331456,-72.077833,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325412,0,NA,0,0,0,1308206907850,"TRIETHYLAMINE","000121448",31708,"YES","TRI","NO",0,"NO","R","Pounds",750,4000,0,0,0,0,0,0,0,0,0,0,0,0,4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24250,0,0,0,250,24500,4750,0,0,4600,0,0,0,0,0,0,0,24000,28600,0,NA,0.47,"PFIZER INC","001326495",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4750
"512",512,1,512,2008,"06473NTDST195MC",110000316417,"COVIDIEN LP","195 MCDERMOTT RD","NORTH HAVEN","NEW HAVEN","CT",6473,NA,NA,41.3383,-72.8701,"NO",339,"Miscellaneous Manufacturing",NA,NA,NA,NA,NA,NA,339112,339113,NA,0,0,0,1308206506740,"ETHYLENE GLYCOL","000107211",24257,"YES","TRI","NO",0,"NO","A","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"MEDTRONIC INC","006261481",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"513",513,0,513,2008,"06111CMPNN68HOL",110000763184,"COMPONENT TECHNOLOGIES INC","68 HOLMES RD","NEWINGTON","HARTFORD","CT",6111,NA,NA,41.70994,-72.74357,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,0,NA,0,0,0,1308206993770,"AMMONIA","007664417",152389,"NO","TRI","NO",0,"NO","R","Pounds",12532,0,0,0,0,0,0,0,0,0,0,0,0,0,12532,0,1261,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,12532,0,0,12532,0,0,0,0,0,0,0,1261,13793,0,NA,0.97,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12532
