FID,STATEFP00,COUNTYFP00,TRACTCE00,BLKGRPCE00,BKGPIDFP00,NAMELSAD00,MTFCC00,FUNCSTAT00,ALAND00,AWATER00,INTPTLAT00,INTPTLON00,OID_,Field1,GEOID,GEO_label,total_x,under_50,from_50_to,from_75_to,from_100_t,from_125_t,from_150_t,from_175_t,from_185_t,from_200_u,below_200,fraction_b,over_30_un,total_y,not_Hispan,non_HL_whi,non_HL_Bla,non_HL_AIA,non_HL_Asi,non_HL_NHO,non_HL_oth,non_HL_2_p,HL,HL_white,HL_Black,HL_AIAN,HL_Asian,HL_NHOPI,HL_other,HL_2_plus,percent_wh,percent_Bl,percent_HL,percent_AI,percent_As,percent_NH,percent_ot,GEOID2_Tex
1430,09,003,503900,6,090035039006,Block Group 6,G5030,S,325774.000000000000000,0.000000000000000,+41.8042802,-072.6985453,1174,1175,1500000US090035039006,"Block Group 6, Census Tract 5039, Hartford County, Connecticut",1353,96,117,64,35,104,90,33,122,692,661,0,yes,1353,1272,9,1152,7,0,0,0,104,81,0,9,0,0,0,72,0,0,1,0,0,0,0,0,090035039006
1431,09,003,503900,1,090035039001,Block Group 1,G5030,S,268614.000000000000000,0.000000000000000,+41.8040846,-072.6930368,1169,1170,1500000US090035039001,"Block Group 1, Census Tract 5039, Hartford County, Connecticut",923,62,40,36,84,7,67,0,0,627,296,0,yes,923,911,5,882,0,0,0,0,24,12,0,0,0,0,0,0,12,0,1,0,0,0,0,0,090035039001
1432,09,003,504000,2,090035040002,Block Group 2,G5030,S,286425.000000000000000,0.000000000000000,+41.7896750,-072.6983511,1176,1177,1500000US090035040002,"Block Group 2, Census Tract 5040, Hartford County, Connecticut",1115,146,0,14,24,48,25,37,69,752,363,0,yes,1134,1111,0,1038,0,29,0,0,44,23,13,10,0,0,0,0,0,0,1,0,0,0,0,0,090035040002
1433,09,003,504000,3,090035040003,Block Group 3,G5030,S,173625.000000000000000,0.000000000000000,+41.7919502,-072.6996263,1177,1178,1500000US090035040003,"Block Group 3, Census Tract 5040, Hartford County, Connecticut",1119,74,0,80,7,119,0,14,81,744,375,0,yes,1148,1148,9,1036,0,0,0,0,103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,090035040003
1434,09,003,504000,4,090035040004,Block Group 4,G5030,S,158414.000000000000000,0.000000000000000,+41.7978975,-072.6973030,1178,1179,1500000US090035040004,"Block Group 4, Census Tract 5040, Hartford County, Connecticut",660,32,16,63,23,0,15,10,52,449,211,0,yes,665,634,0,594,0,28,0,0,12,31,0,0,0,0,0,31,0,0,1,0,0,0,0,0,090035040004
1435,09,003,504000,1,090035040001,Block Group 1,G5030,S,310179.000000000000000,0.000000000000000,+41.7976049,-072.6933385,1175,1176,1500000US090035040001,"Block Group 1, Census Tract 5040, Hartford County, Connecticut",427,17,0,4,58,0,71,24,24,229,198,0,yes,581,511,83,416,0,0,0,0,12,70,30,27,0,0,0,0,13,0,1,0,0,0,0,0,090035040001
1436,09,003,504100,1,090035041001,Block Group 1,G5030,S,324256.000000000000000,0.000000000000000,+41.7594929,-072.7041274,1179,1180,1500000US090035041001,"Block Group 1, Census Tract 5041, Hartford County, Connecticut",2112,226,211,160,145,242,179,21,25,903,1209,1,yes,2122,792,322,306,0,61,0,0,103,1330,650,30,0,0,0,576,74,0,0,1,0,0,0,0,090035041001
1437,09,003,504200,1,090035042001,Block Group 1,G5030,S,440009.000000000000000,0.000000000000000,+41.7720408,-072.7073791,1180,1181,1500000US090035042001,"Block Group 1, Census Tract 5042, Hartford County, Connecticut",688,22,0,59,27,0,26,0,11,543,145,0,no,915,829,577,200,17,0,0,0,35,86,33,10,0,0,0,32,11,1,0,0,0,0,0,0,090035042001
1438,09,003,504200,3,090035042003,Block Group 3,G5030,S,282400.000000000000000,0.000000000000000,+41.7671264,-072.7091407,1182,1183,1500000US090035042003,"Block Group 3, Census Tract 5042, Hartford County, Connecticut",1643,199,151,95,143,176,43,28,27,781,862,1,yes,1695,1058,420,550,4,30,0,0,54,637,155,5,0,0,0,372,105,0,0,0,0,0,0,0,090035042003
1439,09,003,504200,2,090035042002,Block Group 2,G5030,S,445760.000000000000000,0.000000000000000,+41.7638522,-072.7043421,1181,1182,1500000US090035042002,"Block Group 2, Census Tract 5042, Hartford County, Connecticut",2355,516,288,144,209,212,75,59,58,794,1561,1,yes,2355,1589,581,779,0,95,0,5,129,766,271,38,6,0,0,372,79,0,0,0,0,0,0,0,090035042002
1440,09,003,430601,1,090034306011,Block Group 1,G5030,S,3170057.000000000000000,0.000000000000000,+41.6168395,-072.8738287,799,800,1500000US090034306011,"Block Group 1, Census Tract 4306.01, Hartford County, Connecticut",2161,69,41,72,199,70,170,38,0,1502,659,0,yes,2175,2050,1919,41,14,32,0,0,44,125,93,0,0,0,0,10,22,1,0,0,0,0,0,0,090034306011
1441,09,003,430602,1,090034306021,Block Group 1,G5030,S,1117151.000000000000000,0.000000000000000,+41.6018146,-072.8921136,802,803,1500000US090034306021,"Block Group 1, Census Tract 4306.02, Hartford County, Connecticut",1285,23,5,17,20,57,52,0,39,1072,213,0,no,1292,1248,1238,10,0,0,0,0,0,44,13,0,0,0,0,20,11,1,0,0,0,0,0,0,090034306021
1442,09,003,430602,9,090034306029,Block Group 9,G5030,S,2533282.000000000000000,0.000000000000000,+41.6104179,-072.8885470,803,804,1500000US090034306029,"Block Group 9, Census Tract 4306.02, Hartford County, Connecticut",2188,17,18,53,0,26,52,35,35,1952,236,0,no,2188,2147,2082,19,0,26,0,0,20,41,37,0,0,0,0,4,0,1,0,0,0,0,0,0,090034306029
1443,09,003,487100,9,090034871009,Block Group 9,G5030,S,5471545.000000000000000,24675.000000000000000,+41.8594367,-072.5670049,967,968,1500000US090034871009,"Block Group 9, Census Tract 4871, Hartford County, Connecticut",2068,0,0,0,31,18,0,14,31,1974,94,0,no,2076,2029,1920,35,0,41,0,0,33,47,47,0,0,0,0,0,0,1,0,0,0,0,0,0,090034871009
1444,09,003,487100,2,090034871002,Block Group 2,G5030,S,4276701.000000000000000,5075.000000000000000,+41.8420342,-072.5483385,964,965,1500000US090034871002,"Block Group 2, Census Tract 4871, Hartford County, Connecticut",2261,37,0,0,20,8,16,9,21,2150,111,0,no,2261,2238,2073,96,0,39,0,0,30,23,8,0,0,0,0,15,0,1,0,0,0,0,0,0,090034871002
1445,09,003,416500,1,090034165001,Block Group 1,G5030,S,281072.000000000000000,0.000000000000000,+41.6826404,-072.8062676,743,744,1500000US090034165001,"Block Group 1, Census Tract 4165, Hartford County, Connecticut",657,80,10,94,49,70,49,18,0,287,370,1,yes,657,259,181,20,0,34,0,0,24,398,51,26,0,0,0,305,16,0,0,1,0,0,0,0,090034165001
1446,09,003,416500,2,090034165002,Block Group 2,G5030,S,357099.000000000000000,0.000000000000000,+41.6775337,-072.8074614,744,745,1500000US090034165002,"Block Group 2, Census Tract 4165, Hartford County, Connecticut",1009,14,0,0,11,31,20,0,7,926,83,0,no,1025,879,679,64,13,123,0,0,0,146,74,37,0,0,0,20,15,1,0,0,0,0,0,0,090034165002
1447,09,003,416500,4,090034165004,Block Group 4,G5030,S,294520.000000000000000,0.000000000000000,+41.6720350,-072.8076378,745,746,1500000US090034165004,"Block Group 4, Census Tract 4165, Hartford County, Connecticut",637,86,8,0,0,29,34,10,0,470,167,0,no,637,521,498,23,0,0,0,0,0,116,12,0,0,0,0,104,0,1,0,0,0,0,0,0,090034165004
1448,09,003,416600,1,090034166001,Block Group 1,G5030,S,1199458.000000000000000,0.000000000000000,+41.6774109,-072.7992719,748,749,1500000US090034166001,"Block Group 1, Census Tract 4166, Hartford County, Connecticut",2055,213,233,161,224,185,104,13,23,899,1156,1,yes,2221,1252,996,225,0,31,0,0,0,969,298,20,0,0,0,629,22,0,0,0,0,0,0,0,090034166001
1449,09,003,416600,2,090034166002,Block Group 2,G5030,S,399035.000000000000000,0.000000000000000,+41.6675295,-072.8024042,749,750,1500000US090034166002,"Block Group 2, Census Tract 4166, Hartford County, Connecticut",631,34,24,52,63,24,63,0,18,353,278,0,yes,634,393,333,60,0,0,0,0,0,241,74,0,8,0,0,148,11,1,0,0,0,0,0,0,090034166002
1450,09,003,416700,6,090034167006,Block Group 6,G5030,S,572526.000000000000000,0.000000000000000,+41.6918640,-072.8067814,755,756,1500000US090034167006,"Block Group 6, Census Tract 4167, Hartford County, Connecticut",1000,0,0,47,105,24,42,19,60,703,297,0,no,1000,800,703,86,0,11,0,0,0,200,84,0,0,0,0,108,8,1,0,0,0,0,0,0,090034167006
1451,09,003,416700,5,090034167005,Block Group 5,G5030,S,707321.000000000000000,0.000000000000000,+41.6897944,-072.8018195,754,755,1500000US090034167005,"Block Group 5, Census Tract 4167, Hartford County, Connecticut",1567,152,145,67,102,286,251,16,62,486,1081,1,yes,1648,897,391,348,0,137,0,0,21,751,237,62,0,0,0,295,157,0,0,0,0,0,0,0,090034167005
1452,09,003,416700,2,090034167002,Block Group 2,G5030,S,272213.000000000000000,0.000000000000000,+41.6958329,-072.7951777,751,752,1500000US090034167002,"Block Group 2, Census Tract 4167, Hartford County, Connecticut",647,0,0,7,0,9,0,21,0,610,37,0,no,655,548,476,12,0,35,0,0,25,107,93,0,0,0,0,0,14,1,0,0,0,0,0,0,090034167002
1453,09,003,416700,3,090034167003,Block Group 3,G5030,S,339282.000000000000000,0.000000000000000,+41.6909675,-072.7932921,752,753,1500000US090034167003,"Block Group 3, Census Tract 4167, Hartford County, Connecticut",1020,27,0,0,27,0,18,0,21,927,93,0,no,1020,795,706,39,0,35,0,0,15,225,85,0,6,0,0,134,0,1,0,0,0,0,0,0,090034167003
1454,09,003,416700,4,090034167004,Block Group 4,G5030,S,452826.000000000000000,0.000000000000000,+41.6866467,-072.7947768,753,754,1500000US090034167004,"Block Group 4, Census Tract 4167, Hartford County, Connecticut",1414,79,17,0,73,19,68,27,57,1074,340,0,no,1414,1299,1095,119,0,19,0,8,58,115,68,0,0,0,0,47,0,1,0,0,0,0,0,0,090034167004
1455,09,003,416700,1,090034167001,Block Group 1,G5030,S,281416.000000000000000,0.000000000000000,+41.6996162,-072.7957959,750,751,1500000US090034167001,"Block Group 1, Census Tract 4167, Hartford County, Connecticut",1166,96,121,48,207,53,36,12,41,552,614,1,yes,1166,571,349,142,0,80,0,0,0,595,261,0,0,0,0,273,61,0,0,1,0,0,0,0,090034167001
1456,09,003,405700,4,090034057004,Block Group 4,G5030,S,2436761.000000000000000,77261.000000000000000,+41.6762088,-072.9752299,686,687,1500000US090034057004,"Block Group 4, Census Tract 4057, Hartford County, Connecticut",367,0,0,0,0,0,61,15,0,291,76,0,no,367,367,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034057004
1457,09,003,405700,2,090034057002,Block Group 2,G5030,S,442256.000000000000000,0.000000000000000,+41.6782293,-072.9537556,684,685,1500000US090034057002,"Block Group 2, Census Tract 4057, Hartford County, Connecticut",696,30,15,0,0,0,0,0,6,645,51,0,no,705,640,618,16,0,0,0,0,6,65,65,0,0,0,0,0,0,1,0,0,0,0,0,0,090034057002
1458,09,003,405700,3,090034057003,Block Group 3,G5030,S,699863.000000000000000,0.000000000000000,+41.6745766,-072.9597068,685,686,1500000US090034057003,"Block Group 3, Census Tract 4057, Hartford County, Connecticut",1186,131,74,56,103,85,64,36,22,615,571,0,yes,1186,1080,969,88,11,0,0,0,12,106,17,0,0,0,0,89,0,1,0,0,0,0,0,0,090034057003
1459,09,003,405800,9,090034058009,Block Group 9,G5030,S,9861843.000000000000000,398577.000000000000000,+41.6981537,-072.9737790,690,691,1500000US090034058009,"Block Group 9, Census Tract 4058, Hartford County, Connecticut",2696,18,0,0,30,0,0,0,0,2648,48,0,no,2696,2613,2546,23,9,8,0,20,7,83,71,0,0,0,0,12,0,1,0,0,0,0,0,0,090034058009
1460,09,003,405800,3,090034058003,Block Group 3,G5030,S,2463033.000000000000000,42773.000000000000000,+41.6876502,-072.9821122,689,690,1500000US090034058003,"Block Group 3, Census Tract 4058, Hartford County, Connecticut",1270,0,0,0,0,18,12,0,0,1240,30,0,no,1270,1227,1227,0,0,0,0,0,0,43,33,0,0,0,0,10,0,1,0,0,0,0,0,0,090034058003
1461,09,003,405800,2,090034058002,Block Group 2,G5030,S,612340.000000000000000,0.000000000000000,+41.6844820,-072.9474067,688,689,1500000US090034058002,"Block Group 2, Census Tract 4058, Hartford County, Connecticut",1387,44,0,38,28,70,165,40,108,894,493,0,yes,1405,1350,1198,43,0,95,0,0,14,55,0,0,0,0,0,35,20,1,0,0,0,0,0,0,090034058002
1462,09,003,460301,2,090034603012,Block Group 2,G5030,S,3321185.000000000000000,82929.000000000000000,+41.7512964,-072.8660642,813,814,1500000US090034603012,"Block Group 2, Census Tract 4603.01, Hartford County, Connecticut",2476,42,0,20,0,28,11,0,64,2311,165,0,no,2484,2377,2283,70,0,24,0,0,0,107,59,0,0,0,0,48,0,1,0,0,0,0,0,0,090034603012
1463,09,003,520100,9,090035201009,Block Group 9,G5030,S,14530955.000000000000000,61531.000000000000000,+41.7236926,-072.5476771,1291,1292,1500000US090035201009,"Block Group 9, Census Tract 5201, Hartford County, Connecticut",5544,30,17,61,0,78,79,49,37,5193,351,0,no,5662,5619,5112,69,0,367,0,0,71,43,26,0,0,0,0,0,17,1,0,0,0,0,0,0,090035201009
1464,09,003,520201,2,090035202012,Block Group 2,G5030,S,23239076.000000000000000,112266.000000000000000,+41.7189170,-072.4824500,1292,1293,1500000US090035202012,"Block Group 2, Census Tract 5202.01, Hartford County, Connecticut",1846,20,0,7,0,25,24,0,24,1746,100,0,no,1846,1774,1697,3,3,41,0,0,30,72,43,4,7,0,0,11,7,1,0,0,0,0,0,0,090035202012
1465,09,003,520201,9,090035202019,Block Group 9,G5030,S,7408176.000000000000000,56861.000000000000000,+41.7267768,-072.5155294,1293,1294,1500000US090035202019,"Block Group 9, Census Tract 5202.01, Hartford County, Connecticut",1368,0,0,0,33,56,0,0,16,1263,105,0,no,1368,1342,1295,0,0,26,0,0,21,26,21,0,0,0,0,5,0,1,0,0,0,0,0,0,090035202019
1466,09,003,520202,2,090035202022,Block Group 2,G5030,S,17141964.000000000000000,96671.000000000000000,+41.6746115,-072.5044958,1295,1296,1500000US090035202022,"Block Group 2, Census Tract 5202.02, Hartford County, Connecticut",1923,20,0,0,20,17,0,5,0,1861,62,0,no,1923,1896,1713,11,0,134,0,0,38,27,13,0,0,0,0,14,0,1,0,0,0,0,0,0,090035202022
1467,09,003,520202,9,090035202029,Block Group 9,G5030,S,2395038.000000000000000,37819.000000000000000,+41.6979652,-072.5348443,1296,1297,1500000US090035202029,"Block Group 9, Census Tract 5202.02, Hartford County, Connecticut",599,0,0,0,0,0,7,0,0,592,7,0,no,599,599,567,0,0,26,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090035202029
1468,09,003,520300,2,090035203002,Block Group 2,G5030,S,5677038.000000000000000,0.000000000000000,+41.7144784,-072.5790687,1298,1299,1500000US090035203002,"Block Group 2, Census Tract 5203, Hartford County, Connecticut",2306,7,0,0,16,134,7,17,0,2125,181,0,no,2306,2192,1966,77,3,127,0,9,10,114,26,0,0,0,0,88,0,1,0,0,0,0,0,0,090035203002
1469,09,003,520202,1,090035202021,Block Group 1,G5030,S,15690262.000000000000000,75143.000000000000000,+41.6502434,-072.5461856,1294,1295,1500000US090035202021,"Block Group 1, Census Tract 5202.02, Hartford County, Connecticut",1318,20,14,0,27,0,0,0,18,1239,79,0,no,1318,1313,1249,0,0,52,0,0,12,5,0,0,0,0,0,5,0,1,0,0,0,0,0,0,090035202021
1470,09,003,473502,9,090034735029,Block Group 9,G5030,S,2392289.000000000000000,123875.000000000000000,+41.8918139,-072.6590282,896,897,1500000US090034735029,"Block Group 9, Census Tract 4735.02, Hartford County, Connecticut",716,23,0,13,34,0,23,23,30,570,146,0,no,720,589,209,285,0,23,0,7,65,131,67,16,0,0,0,34,14,0,0,0,0,0,0,0,090034735029
1471,09,003,473502,2,090034735022,Block Group 2,G5030,S,5379321.000000000000000,129545.000000000000000,+41.9098101,-072.7250932,893,894,1500000US090034735022,"Block Group 2, Census Tract 4735.02, Hartford County, Connecticut",576,8,0,0,0,0,0,0,0,568,8,0,no,582,565,545,0,0,16,0,0,4,17,0,0,0,0,0,10,7,1,0,0,0,0,0,0,090034735022
1472,09,003,473601,9,090034736019,Block Group 9,G5030,S,3669443.000000000000000,585982.000000000000000,+41.8976184,-072.6308719,899,900,1500000US090034736019,"Block Group 9, Census Tract 4736.01, Hartford County, Connecticut",886,12,24,4,14,0,5,2,0,825,61,0,no,886,886,669,138,0,79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034736019
1473,09,003,473601,1,090034736011,Block Group 1,G5030,S,4220294.000000000000000,568396.000000000000000,+41.8599560,-072.6302325,897,898,1500000US090034736011,"Block Group 1, Census Tract 4736.01, Hartford County, Connecticut",707,3,0,0,0,23,0,8,0,673,34,0,no,852,852,812,20,0,0,0,6,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034736011
1474,09,003,473601,5,090034736015,Block Group 5,G5030,S,4616977.000000000000000,74630.000000000000000,+41.8767565,-072.6486955,898,899,1500000US090034736015,"Block Group 5, Census Tract 4736.01, Hartford County, Connecticut",1577,6,4,0,0,0,42,0,11,1514,63,0,no,1588,1488,1269,172,10,7,0,0,30,100,79,0,0,0,0,21,0,1,0,0,0,0,0,0,090034736015
1475,09,003,504300,2,090035043002,Block Group 2,G5030,S,466554.000000000000000,0.000000000000000,+41.7544803,-072.7114077,1184,1185,1500000US090035043002,"Block Group 2, Census Tract 5043, Hartford County, Connecticut",1985,347,150,171,98,106,104,19,115,875,1110,1,yes,2156,860,456,234,0,130,0,5,35,1296,439,18,35,0,0,711,93,0,0,1,0,0,0,0,090035043002
1476,09,003,504300,1,090035043001,Block Group 1,G5030,S,344446.000000000000000,0.000000000000000,+41.7502649,-072.7105724,1183,1184,1500000US090035043001,"Block Group 1, Census Tract 5043, Hartford County, Connecticut",965,128,48,81,47,28,51,16,41,525,440,0,yes,974,423,218,118,0,18,0,26,43,551,148,4,0,0,0,399,0,0,0,1,0,0,0,0,090035043001
1477,09,003,504400,1,090035044001,Block Group 1,G5030,S,310210.000000000000000,0.000000000000000,+41.7725627,-072.7135910,1185,1186,1500000US090035044001,"Block Group 1, Census Tract 5044, Hartford County, Connecticut",693,26,25,13,5,26,5,5,21,567,126,0,no,693,644,572,44,0,28,0,0,0,49,15,18,0,0,0,16,0,1,0,0,0,0,0,0,090035044001
1478,09,003,504400,2,090035044002,Block Group 2,G5030,S,289217.000000000000000,0.000000000000000,+41.7655956,-072.7134358,1186,1187,1500000US090035044002,"Block Group 2, Census Tract 5044, Hartford County, Connecticut",1320,49,156,77,72,55,46,30,16,819,501,0,yes,1324,1057,544,311,0,58,0,0,144,267,139,0,0,0,0,117,11,0,0,0,0,0,0,0,090035044002
1479,09,003,504400,3,090035044003,Block Group 3,G5030,S,139181.000000000000000,0.000000000000000,+41.7614289,-072.7126004,1187,1188,1500000US090035044003,"Block Group 3, Census Tract 5044, Hartford County, Connecticut",768,175,20,66,26,6,59,4,30,382,386,1,yes,768,496,254,205,0,37,0,0,0,272,151,4,0,0,0,106,11,0,0,0,0,0,0,0,090035044003
1480,09,003,504400,4,090035044004,Block Group 4,G5030,S,120204.000000000000000,0.000000000000000,+41.7580736,-072.7132615,1188,1189,1500000US090035044004,"Block Group 4, Census Tract 5044, Hartford County, Connecticut",1073,221,49,63,98,78,45,13,0,506,567,1,yes,1073,629,280,221,0,30,0,41,57,444,153,0,0,0,0,269,22,0,0,0,0,0,0,0,090035044004
1481,09,003,504500,1,090035045001,Block Group 1,G5030,S,299340.000000000000000,0.000000000000000,+41.7454874,-072.6951280,1189,1190,1500000US090035045001,"Block Group 1, Census Tract 5045, Hartford County, Connecticut",1183,117,49,115,63,72,76,33,27,631,552,0,yes,1196,291,172,74,0,0,0,26,19,905,243,6,0,0,0,647,9,0,0,1,0,0,0,0,090035045001
1482,09,003,504500,2,090035045002,Block Group 2,G5030,S,221055.000000000000000,0.000000000000000,+41.7416533,-072.6981506,1190,1191,1500000US090035045002,"Block Group 2, Census Tract 5045, Hartford County, Connecticut",1345,118,92,31,92,53,116,0,8,835,510,0,yes,1345,453,101,265,7,16,0,0,64,892,155,0,0,0,0,701,36,0,0,1,0,0,0,0,090035045002
1483,09,003,504500,3,090035045003,Block Group 3,G5030,S,366778.000000000000000,0.000000000000000,+41.7383020,-072.7023664,1191,1192,1500000US090035045003,"Block Group 3, Census Tract 5045, Hartford County, Connecticut",999,127,16,91,4,48,14,0,19,680,319,0,yes,1005,606,186,334,0,33,0,0,53,399,38,4,0,6,0,274,77,0,0,0,0,0,0,0,090035045003
1484,09,003,504600,2,090035046002,Block Group 2,G5030,S,120998.000000000000000,0.000000000000000,+41.7394804,-072.7139461,1193,1194,1500000US090035046002,"Block Group 2, Census Tract 5046, Hartford County, Connecticut",38,38,0,0,0,0,0,0,0,0,38,1,yes,38,0,0,0,0,0,0,0,0,38,19,0,0,0,0,0,19,0,0,1,0,0,0,0,090035046002
1485,09,003,504600,1,090035046001,Block Group 1,G5030,S,312967.000000000000000,0.000000000000000,+41.7387115,-072.7112224,1192,1193,1500000US090035046001,"Block Group 1, Census Tract 5046, Hartford County, Connecticut",62,0,0,0,0,0,0,0,0,62,0,0,no,62,0,0,0,0,0,0,0,0,62,54,8,0,0,0,0,0,0,0,1,0,0,0,0,090035046001
1486,09,003,504700,1,090035047001,Block Group 1,G5030,S,588146.000000000000000,0.000000000000000,+41.7370867,-072.7080431,1194,1195,1500000US090035047001,"Block Group 1, Census Tract 5047, Hartford County, Connecticut",1403,240,131,68,161,83,127,17,44,532,871,1,yes,1420,586,139,387,0,33,0,7,20,834,285,56,0,0,0,406,87,0,0,1,0,0,0,0,090035047001
1487,09,003,487100,4,090034871004,Block Group 4,G5030,S,5904116.000000000000000,0.000000000000000,+41.8597753,-072.5349810,966,967,1500000US090034871004,"Block Group 4, Census Tract 4871, Hartford County, Connecticut",1729,0,2,12,0,56,0,0,30,1629,100,0,no,1742,1742,1544,0,0,186,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034871004
1488,09,003,487100,3,090034871003,Block Group 3,G5030,S,2521874.000000000000000,0.000000000000000,+41.8633735,-072.5900537,965,966,1500000US090034871003,"Block Group 3, Census Tract 4871, Hartford County, Connecticut",670,0,0,0,27,28,8,18,0,589,81,0,no,670,615,588,0,0,27,0,0,0,55,47,0,0,0,0,8,0,1,0,0,0,0,0,0,090034871003
1489,09,003,487200,1,090034872001,Block Group 1,G5030,S,978823.000000000000000,0.000000000000000,+41.8298379,-072.5096836,968,969,1500000US090034872001,"Block Group 1, Census Tract 4872, Hartford County, Connecticut",995,11,0,0,0,6,5,10,8,955,40,0,no,995,984,955,0,0,29,0,0,0,11,11,0,0,0,0,0,0,1,0,0,0,0,0,0,090034872001
1490,09,003,487200,9,090034872009,Block Group 9,G5030,S,5069458.000000000000000,7925.000000000000000,+41.8366051,-072.5194122,972,973,1500000US090034872009,"Block Group 9, Census Tract 4872, Hartford County, Connecticut",2414,0,15,0,0,5,0,9,0,2385,29,0,no,2414,2339,2151,86,0,63,0,0,39,75,18,0,0,0,10,47,0,1,0,0,0,0,0,0,090034872009
1491,09,003,487200,2,090034872002,Block Group 2,G5030,S,2164263.000000000000000,0.000000000000000,+41.8211452,-072.5203390,969,970,1500000US090034872002,"Block Group 2, Census Tract 4872, Hartford County, Connecticut",1221,16,0,6,0,17,5,5,21,1151,70,0,no,1221,1193,1055,31,0,76,0,0,31,28,28,0,0,0,0,0,0,1,0,0,0,0,0,0,090034872002
1492,09,003,487200,3,090034872003,Block Group 3,G5030,S,2857621.000000000000000,1414.000000000000000,+41.8296990,-072.5385753,970,971,1500000US090034872003,"Block Group 3, Census Tract 4872, Hartford County, Connecticut",1918,25,0,0,6,0,7,8,15,1857,61,0,no,1918,1874,1733,60,0,62,0,0,19,44,0,0,0,0,0,33,11,1,0,0,0,0,0,0,090034872003
