"","OBJECTID","Join_Count","TARGET_FID","YEAR","TRI_FACILI","FRS_ID","FACILITY_N","STREET_ADD","CITY","COUNTY","ST","ZIP","BIA_CODE","TRIBE","LATITUDE","LONGITUDE","FEDERAL_FA","INDUSTRY_S","INDUSTRY_1","PRIMARY_SI","SIC_2","SIC_3","SIC_4","SIC_5","SIC_6","PRIMARY_NA","NAICS_2","NAICS_3","NAICS_4","NAICS_5","NAICS_6","DOC_CTRL_N","CHEMICAL","CAS___COMP","SRS_ID","CLEAR_AIR_","CLASSIFICA","METAL","METAL_CATE","CARCINOGEN","FORM_TYPE","UNIT_OF_ME","F5_1_FUGITI","F5_2_STACK_","F5_3_WATER","F5_4_UNDERG","F5_4_1_UNDE","F5_4_2_UNDE","F5_5_1_LAND","F5_5_1A_RCR","F5_5_1B_OTH","F5_5_2_LAND","F5_5_3_SURF","F5_5_3A_RCR","F5_5_3B_Oth","F5_5_4_OTHE","ON_SITE_RE","F6_1_POTW_T","F6_1_POTW_1","F6_1_POTW_2","F6_2_M10","F6_2_M41","F6_2_M62","F6_2_M71","F6_2_M81","F6_2_M82","F6_2_M72","F6_2_M63","F6_2_M66","F6_2_M67","F6_2_M64","F6_2_M65","F6_2_M73","F6_2_M79","F6_2_M90","F6_2_M94","F6_2_M99","OFF_SITE_R","F6_2_M20","F6_2_M24","F6_2_M26","F6_2_M28","F6_2_M93","OFF_SITE_1","F6_2_M56","F6_2_M92","OFF_SITE_2","F6_2_M40","F6_2_M50","F6_2_M54","F6_2_M61","F6_2_M69","F6_2_M95","OFF_SITE_T","TOTAL_RELE","F8_1_RELEAS","F8_1A_ON_SI","F8_1B_ON_SI","F8_1C_OFF_S","F8_1D_OFF_S","F8_2_ENERGY","F8_3_ENERGY","F8_4_RECYCL","F8_5_RECYCL","F8_6_TREATM","F8_7_TREATM","PROD__WAST","F8_8_ONE_TI","PROD_RATIO","F8_9_PRODUC","PARENT_COM","PARENT_C_1","Field110","STATEFP00","COUNTYFP00","TRACTCE00","BLKGRPCE00","BKGPIDFP00","NAMELSAD00","MTFCC00","FUNCSTAT00","ALAND00","AWATER00","INTPTLAT00","INTPTLON00","OID_","Field1","GEOID","GEO_label","total_x","under_50","from_50_to","from_75_to","from_100_t","from_125_t","from_150_t","from_175_t","from_185_t","from_200_u","below_200","fraction_b","over_30_un","total_y","not_Hispan","non_HL_whi","non_HL_Bla","non_HL_AIA","non_HL_Asi","non_HL_NHO","non_HL_oth","non_HL_2_p","HL","HL_white","HL_Black","HL_AIAN","HL_Asian","HL_NHOPI","HL_other","HL_2_plus","percent_wh","percent_Bl","percent_HL","percent_AI","percent_As","percent_NH","percent_ot","GEOID2_Tex","STATEFP10","COUNTYFP10","COUSUBFP10","COUSUBNS10","GEOID10","NAME10","NAMELSAD10","LSAD10","CLASSFP10","MTFCC10","CNECTAFP10","NECTAFP10","NCTADVFP10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","GEOID_AFF2","GEOID_AFF1","covered_facility","TRUE_TOTAL_RELEASE_POUNDS","added_since_2008"
"292",294,1,294,2016,"06610BRDGP50CRO",110000317069,"TRADEBE TREATMENT & RECYCLING OF BRIDGEPORT LLC","50 CROSS ST","BRIDGEPORT","FAIRFIELD","CT",6610,NA,NA,41.1865,-73.15883,"NO",562,"Hazardous Waste",NA,NA,NA,NA,NA,NA,562211,0,0,0,0,0,1316215698950,"LEAD COMPOUNDS","N420",650002,"YES","PBT","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,74653,0,0,0,1550,0,0,76203.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76203.1,0,0,0,74653.063,1550.037,0,0,0,0,0,0,76203.1,0,"ACTIVITY",1,"TRADEBE ENVIRONMENTAL SERVICES LLC","966208204",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,76203.1,"no"
"293",295,1,295,2016,"06226BLDRS79BOS",110015784560,"BUILDERS CONCRETE EAST LLC","79 BOSTON POST RD","NORTH WINDHAM","WINDHAM","CT",6256,NA,NA,41.72431,-72.19185,"NO",327,"Nonmetallic Mineral Product",NA,NA,NA,NA,NA,NA,327320,0,0,0,0,0,1316214903070,"LEAD","007439921",149583,"YES","PBT","YES",1,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PRODUCTION",0.98,"BUILDERS CONCRETE EAST LLC",NA,NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"no"
"294",296,0,296,2016,"06810BDKNRFINAN",110001103118,"BEDOUKIAN RESEARCH INC","21 FINANCE DR","DANBURY","FAIRFIELD","CT",6810,NA,NA,41.40957,-73.42436,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325199,0,0,0,0,0,1316215342410,"FORMIC ACID","000064186",3830,"NO","TRI","NO",0,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66356,66356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66356,0,0,0,0,66356,0,"PRODUCTION",1.29,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"295",297,0,297,2016,"06479TRRYS492SU",110001967293,"TORREY S CRANE","492 SUMMER ST","PLANTSVILLE","HARTFORD","CT",6479,NA,NA,41.588526,-72.891661,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331491,0,0,0,0,0,1316214930010,"LEAD COMPOUNDS","N420",650002,"YES","PBT","YES",1,"NO","R","Pounds",0.88,0.88,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4041.03,0,0,0,4041.03,0,0,0,0,0,0,0,0,0,0,1.76,0,0,1.76,0,0,0,0,1200,4041.03,0,0,5242.79,0,"PRODUCTION",0.78,"TORREY S CRANE CO","001150390",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.76,"no"
"296",298,0,298,2016,"06473FMSSB7GRAS",110012447566,"OF MOSSBERG & SONS INC","7 GRASSO AVENUE","NORTH HAVEN","NEW HAVEN","CT",6473,NA,NA,41.36677,-72.86352,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332994,0,0,0,0,0,1316215277540,"COPPER","007440508",150086,"NO","TRI","YES",1,"NO","R","Pounds",0,0,0.341,0,0,0,0,0,0,0,0,0,0,0,0.341,1.077,0,1.077,0,494.78,0,0,0,0,0,0,0,0,20.047,0,0,0,0,0,0,515.904,0,0,0,0,21652.67,21652.67,0,0,0,0,0,0,0,0,0,0,516.245,0,0,0.341,20.047,495.857,0,0,0,21652.67,0,0,22168.915,0,"PRODUCTION",0.87,"OF MOSSBERG & SONS INC","001454701",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,516.245,"no"
"297",299,0,299,2016,"06810BDKNRFINAN",110001103118,"BEDOUKIAN RESEARCH INC","21 FINANCE DR","DANBURY","FAIRFIELD","CT",6810,NA,NA,41.40957,-73.42436,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325199,0,0,0,0,0,1316215342450,"TOLUENE","000108883",25452,"YES","TRI","NO",0,"NO","R","Pounds",5,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43309,43309,0,0,0,0,0,0,0,14,0,0,14,0,0,0,43309,0,0,22,0,43345,0,"PRODUCTION",0.45,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,"no"
"298",300,0,300,2016,"0638WRGSSL13CRS",110069291876,"AIRGAS USA LLC","130 CROSS RD","WATERFORD","NEW LONDON","CT",6385,NA,NA,41.37616,-72.16062,"NO",4246,"Chemical Wholesalers",NA,NA,NA,NA,NA,NA,424690,0,0,0,0,0,1316215332660,"PROPYLENE","000115071",29009,"NO","TRI","NO",0,"NO","A","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"AIRGAS INC","606601136",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"299",301,0,301,2016,"06852HCKST9WILT",110000317693,"HICKS & OTIS PRINTS INC","9 WILTON AVE","NORWALK","FAIRFIELD","CT",6851,NA,NA,41.12094,-73.41826,"NO",326,"Plastics and Rubber",NA,NA,NA,NA,NA,NA,326130,0,0,0,0,0,1316215165550,"TOLUENE","000108883",25452,"YES","TRI","NO",0,"NO","R","Pounds",25,35,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,0,0,0,690,60,0,0,60,0,0,0,0,0,0,0,690,750,0,"PRODUCTION",0.9,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,"no"
"300",302,0,302,2016,"06810BDKNRFINAN",110001103118,"BEDOUKIAN RESEARCH INC","21 FINANCE DR","DANBURY","FAIRFIELD","CT",6810,NA,NA,41.40957,-73.42436,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325199,0,0,0,0,0,1316215342420,"METHANOL","000067561",4283,"YES","TRI","NO",0,"NO","R","Pounds",5,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20449,20449,0,0,0,0,0,0,0,13,0,0,13,0,0,0,20449,0,0,17,0,20479,0,"PRODUCTION",1.29,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"no"
"301",303,0,303,2016,"06484SMRVT510RI",110012624758,"LATEX INTERNATIONAL","510 RIVER RD","SHELTON","FAIRFIELD","CT",6484,NA,NA,41.286763,-73.078442,"NO",326,"Plastics and Rubber",NA,NA,NA,NA,NA,NA,326299,0,0,0,0,0,1316215165930,"ETHYLENE GLYCOL","000107211",24257,"YES","TRI","NO",0,"NO","R","Pounds",0,998,0,0,0,0,0,0,0,0,0,0,0,0,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98850,0,0,98850,998,0,0,998,0,0,0,0,0,0,0,98850,99848,0,"PRODUCTION",1,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,998,"no"
"302",304,0,304,2016,"06410GSTCH1855P",110016683089,"OGS TECHNOLOGIES INC","1855 PECK LN","CHESHIRE","NEW HAVEN","CT",6410,NA,NA,41.55732,-72.90301,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332119,339993,0,0,0,0,1316215627850,"LEAD COMPOUNDS","N420",650002,"YES","PBT","YES",1,"NO","R","Pounds",0,0.01,0.96,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,22.27,0,0,0,22.27,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0.97,0,0.5,0,0,0,22.27,0,0,23.74,0,"PRODUCTION",0.8,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.47,"no"
"303",305,0,305,2016,"06340DNCST835PO",110008053774,"DONCASTERS INC PRECISION CASTINGS NEW ENGLAND","835 POQUONNOCK RD","GROTON","NEW LONDON","CT",6340,NA,NA,41.345516,-72.053384,"NO",336,"Transportation Equipment",NA,NA,NA,NA,NA,NA,336412,0,0,0,0,0,1316215708080,"COBALT","007440484",150078,"YES","TRI","YES",1,"YES","R","Pounds",5,250,5,0,0,0,0,0,0,0,0,0,0,0,260,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,35963,0,0,0,35963,0,0,0,0,0,0,0,0,0,0,265,0,0,260,0,5,0,0,0,35963,0,0,36228,0,"PRODUCTION",1.1,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,265,"no"
"304",306,0,306,2016,"06795PHLSN1465M",110016705877,"PHILSON INC","1465 MAIN ST","WATERTOWN","LITCHFIELD","CT",6795,NA,NA,41.58952,-73.09989,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,0,0,0,0,0,1316215284210,"NITRIC ACID","007697372",152686,"NO","TRI","NO",0,"NO","R","Pounds",151,275,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,426,0,0,0,0,0,0,20123,0,20549,0,"PRODUCTION",0.83,"APTARGROUP INC","805619681",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,426,"no"
"305",307,0,307,2016,"06795PHLSN1465M",110016705877,"PHILSON INC","1465 MAIN ST","WATERTOWN","LITCHFIELD","CT",6795,NA,NA,41.58952,-73.09989,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,0,0,0,0,0,1316215284200,"NITRATE COMPOUNDS","N511",649616,"NO","TRI","NO",0,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980.3,17822.7,19803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17822.7,1980.3,0,0,0,0,1980.3,0,0,0,0,0,17822.7,19803,0,"PRODUCTION",0.83,"APTARGROUP INC","805619681",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1980.3,"no"
"306",308,0,308,2016,"06492TLCNC1605D",110007241314,"TILCON CONNECTICUT INC","1605 DURHAM RD","WALLINGFORD","MIDDLESEX","CT",6492,NA,NA,41.47277,-72.73737,"NO",324,"Petroleum",NA,NA,NA,NA,NA,NA,324121,0,0,0,0,0,1316215430920,"BENZO(G,H,I)PERYLENE","000191242",40576,"YES","PBT","NO",0,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PRODUCTION",1.39,"OLDCASTLE INC","023665045",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"307",309,0,309,2016,"06787QLTYR135SO",110000317434,"UNIMETAL SURFACE FINISHING LLC","135 S MAIN ST","THOMASTON","LITCHFIELD","CT",6787,NA,NA,41.66935,-73.07774,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,0,0,0,0,0,1316215339960,"NITRIC ACID","007697372",152686,"NO","TRI","NO",0,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60948,0,60948,0,"",0,"UNIMETAL SURFACE FINISHING LLC",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"308",310,1,310,2016,"06010CLNHR51BRO",110002083478,"CLEAN HARBORS OF CONNECTICUT INC","51 BRODERICK RD","BRISTOL","HARTFORD","CT",6010,NA,NA,41.652505,-72.908155,"NO",562,"Hazardous Waste",NA,NA,NA,NA,NA,NA,562211,0,0,0,0,0,1316215202940,"NITRIC ACID","007697372",152686,"NO","TRI","NO",0,"NO","R","Pounds",5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,87.15,116.01,0,0,0,0,0,203.16,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,4.64,213.16,0,0,10,203.16,0,0,0,0,0,95057,4.64,95274.8,0,"ACTIVITY",2.59,"CLEAN HARBORS INC","157793639",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,213.16,"no"
"309",311,1,311,2016,"06492LBRCH1DUDL",110000739755,"ULBRICH SPECIALTY STRIP MILL","1 DUDLEY AVE","WALLINGFORD","NEW HAVEN","CT",6492,NA,NA,41.44746,-72.82939,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331221,0,0,0,0,0,1316215529270,"NICKEL","007440020",149674,"YES","TRI","YES",1,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,466794,5,0,0,466799,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.9,8.1,0,0,0,466799,0,0,466809,0,"PRODUCTION",1.04,"ULBRICH STAINLESS STEELS & SPECIAL METALS INC","001162171",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,"no"
"310",312,0,312,2016,"06410GSTCH1855P",110016683089,"OGS TECHNOLOGIES INC","1855 PECK LN","CHESHIRE","NEW HAVEN","CT",6410,NA,NA,41.55732,-72.90301,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332119,339993,0,0,0,0,1316215627860,"NITRIC ACID","007697372",152686,"NO","TRI","NO",0,"NO","R","Pounds",0,250,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237,1237,250,0,0,250,0,0,0,0,0,0,7710,1237,9197,0,"PRODUCTION",0.83,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,250,"no"
"311",313,1,313,2016,"0670WMCRBS67CAP",110002495345,"MICROBEST INC","670 CAPTAIN NEVILLE DR","WATERBURY","NEW HAVEN","CT",6705,NA,NA,41.53569,-72.96671,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332721,0,0,0,0,0,1316214952320,"CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","N090",649475,"YES","TRI","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8,0,0,0,0,58249,58249,0,0,0,0,0,0,0,0,0,0,65.8,0,0,0,0,65.8,0,0,0,58249,0,0,58314.8,0,"PRODUCTION",1,NA,"",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65.8,"no"
"312",314,0,314,2016,"06410GSTCH1855P",110016683089,"OGS TECHNOLOGIES INC","1855 PECK LN","CHESHIRE","NEW HAVEN","CT",6410,NA,NA,41.55732,-72.90301,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332119,339993,0,0,0,0,1316215627830,"COPPER COMPOUNDS","N100",649491,"NO","TRI","YES",1,"NO","R","Pounds",0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,1.9,0.31,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.02,0,114.33,0,41652,0,0,0,41652,0,0,0,0,0,0,0,0,0,0,116.23,0,0,1.9,0.2232,114.1068,0,0,0,41652,0,0,41768.23,0,"PRODUCTION",0.86,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,116.23,"no"
